FinancialYear,Month,ReportDate,Metric_name,SiteDesc,Business_Unit,Indicator_Code,Performance,Remarks
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.024242424,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.011952191,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.018248175,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Chase Farm Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,0.037735849,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.012269939,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.017361111,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.012903226,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.009146341,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,0.076923077,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,0.111111111,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,0.014084507,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.03125,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.028248588,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.010526316,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.016260163,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,0.013157895,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,0.016260163,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.006493506,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.01010101,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.018987342,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.011627907,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,0.111111111,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,0.026548673,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.025,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.005763689,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.026595745,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,0.085714286,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.010791367,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,0.014285714,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,0.013513514,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.025806452,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.009646302,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Barnet Hospital,PS006,0.015625,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,Royal Free Hospital,PS006,0.043478261,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,BARNET HOSPITAL,NA,PS006,0.00862069,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,EDGWARE COMMUNITY HOSPITAL,NA,PS006,0.1,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Barnet Hospital,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,Royal Free Hospital,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,Others,NA,PS006,0.011627907,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Barnet Hospital,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Group Clinical Services,PS006,NA,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,Royal Free Hospital,PS006,0.036764706,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Moderate Harm,ROYAL FREE HOSPITAL,NA,PS006,0.014869888,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,1,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,2,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,2,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Feb,01/02/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Feb,01/02/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,3,
2017/2018,Feb,01/02/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Feb,01/02/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Jan,01/01/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,2,
2017/2018,Jan,01/01/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,1,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Jul,01/07/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Jun,01/06/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,2,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Barnet Hospital,PS007,2,
2017/2018,Mar,01/03/2018,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,3,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,May,01/05/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,1,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Nov,01/11/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,2,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,Royal Free Hospital,PS007,1,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,BARNET HOSPITAL,NA,PS007,1,
2017/2018,Oct,01/10/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,1,
2017/2018,Sep,01/09/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm & Death,ROYAL FREE HOSPITAL,NA,PS007,1,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,NA,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,NA,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Barnet Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Royal Free Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,NA,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Apr,01/04/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,NA,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,NA,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,NA,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Barnet Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Royal Free Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,NA,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,Group Clinical Services,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Aug,01/08/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,ROYAL FREE HOSPITAL,NA,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,BARNET HOSPITAL,NA,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,EDGWARE COMMUNITY HOSPITAL,NA,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Barnet Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,Royal Free Hospital,PS007,NA,
2017/2018,Dec,01/12/2017,Percentage of Patient Safety Incidents Resulting in Severe Harm or Death,Others,NA,PS007,NA,
